Rank,Difficulty,Score,Name,Level
175,Torment,37219438,มายเอาแครอท,85
176,Torment,37167758,GHC |Albion,85
177,Torment,37160958,Ulquiorra,85
178,Torment,37124959,GHCImq,85
179,Torment,37123677,DGHypeRZ,85
180,Torment,37121915,DY-3|Sakana,85
181,Torment,37103518,DY-2IVaphista,85
182,Torment,37103278,Lookchard,85
183,Torment,37102078,Hajime,85
184,Torment,37087996,reij,85
185,Torment,37084636,Vaxtein,85
186,Torment,37057034,Seayer,85
187,Torment,37044236,Threll,85
188,Torment,37009,SunpeSunna,???
189,Torment,37009437,seia,85
190,Torment,36918797,yiyi,85
191,Torment,36883278,ShinRunnerIst,85
192,Torment,36605038,我對未花,85
193,Torment,36569838,FURIA,85
194,Torment,36558797,???,85
195,Torment,36558158,RealiableCh,85
196,Torment,36475678,Adesaiwa,85
197,Torment,36118237,Halorial,85
198,Torment,36114958,Draa,85
199,Torment,35742955,Vhess,85
200,Insane,27695487,Rayden,85
201,Insane,27694527,Eara,85
202,Insane,27694015,月汐,85
203,Insane,27693759,CRONOSQ,85
204,Insane,27693375,守,85
205,Insane,27689599,Enra,85
206,Insane,27686975,Hyro,85
207,Insane,27686271,Evans,85
208,Insane,27685375,ARS|Fueeru,85
209,Insane,27684799,GRD Fajar,85
210,Insane,27682239,Shelter,85
211,Insane,27681855,ARSlaqua,85
212,Insane,27681279,ARS| Yuu,85
213,Insane,27680767, ,85
214,Insane,27680511,UtahaMusume,85
215,Insane,27679807,Janny,85
216,Insane,27676223,Emiya,85
217,Insane,27674751,|catherina A,85
218,Insane,27672959,Sundae,85
219,Insane,27672319,半畝方塘,85
220,Insane,27672319,Acidkele,85
221,Insane,27671679,CCIGoya,85
222,Insane,27671551,聖青隠,85
223,Insane,27671295,???,85
224,Insane,27670847,Labeeb,85
225,Insane,27670527,蛋炒皈,85
226,Insane,27670399,ARS|DedekPlana,85
227,Insane,27669759,Kanca,85
228,Insane,27667967,Phoukon,85
229,Insane,27667647,hitori,85
230,Insane,27667519,Evee,85
231,Insane,27667519,TSHJ NeroShiro,85
232,Insane,27666303,Yumi,85
233,Insane,27665471,Bookmaker,85
234,Insane,27665279,琪露諾,85
235,Insane,27664447,shenbiren271,85
236,Insane,27663871,ARS| Yorita,85
237,Insane,27663807,ARS| YuuKaede /,85
238,Insane,27663487,Gladiolus,85
239,Insane,27661823,すいちゃんは今日もかわ,85
240,Insane,27661247,RWei,85
241,Insane,27660095,天若有情天亦老星野夸我,85
242,Insane,27659455,Sawasdee,85
243,Insane,27659135,Mahiruv,85
244,Insane,27657791,SpandauBullet,85
245,Insane,27657791,北極,85
246,Insane,27657151,月下清弦,85
247,Insane,27656895,ARS| Arino,85
248,Insane,27656831,DevFroz,85
249,Insane,27656383,ライン,85
250,Insane,27655935,Stop,85
251,Insane,27655871,Azusa,85
252,Insane,27654847,Ronabel,85
253,Insane,27654783,エロマンガ先生,85
254,Insane,27654655,尋桂子,85
255,Insane,27653567,DY-Ilxtoration,85
256,Insane,27652543,RB| Sinuszas,85
257,Insane,27652415,Korath,85
258,Insane,27652159,Yor,85
259,Insane,27651967,夢金,85
260,Insane,27651263,-,85
261,Insane,27651199,ブラックハート,85
262,Insane,27650815,聲吶,85
263,Insane,27650431,Ax,85
264,Insane,27650303,Shoguz,85
265,Insane,27649791,Scorch ,85
266,Insane,27649599,Seamindz,85
267,Insane,27649599,BO|MONKEY |BO,85
268,Insane,27649471,Peljanuardo16,85
269,Insane,27649151,BruhNope,85
270,Insane,27648959,卡夫卡的天空,85
271,Insane,27648959,LLIDD,85
272,Insane,27648703,GRD Kimika,85
273,Insane,27648575,Sartsatrin,85
274,Insane,27648447,南娜,85
275,Insane,27648447,Raion,85
276,Insane,27648127,AmI,85
277,Insane,27648063,TSH Xestia,85
278,Insane,27647935,Fox,85
279,Insane,27647935,PrinzEugen,85
280,Insane,27647807,Artdhity422,85
281,Insane,27647743,zmsxmdx,85
282,Insane,27647679,星野ロ』,85
283,Insane,27647295,Agent47,85
284,Insane,27647295,Ruby,85
285,Insane,27646527,Watermelon,85
286,Insane,27646527,Takehizu,85
287,Insane,27646399,Okthalu,85
288,Insane,27646399,Kazukilk Z K,85
289,Insane,27646271,TSH | Kidevol,85
290,Insane,27646079,チャンビ,85
291,Insane,27645567,DY-3|Neko,85
292,Insane,27645375,shiki,85
293,Insane,27644927,Vysus,85
294,Insane,27644863,Ark,85
295,Insane,27644799,TSH Poi,85
296,Insane,27644287,GHC |Lucky Luna,85
297,Insane,27644159,TSH Liskarm,85
298,Insane,27644095,PSYQUI,85
299,Insane,27644031,Sohalis,85
300,Insane,27643967,Stephens,85
301,Insane,27643903,Erlangga,85
302,Insane,27643711,Vigne V,85
303,Insane,27643519,Madao,85
304,Insane,27643263,Devas,85
305,Insane,27643135,Cryptom,85
306,Insane,27642879,???,85
307,Insane,27642879,しいな,85
308,Insane,27642815,???,85
309,Insane,27642687,???,85
310,Insane,27642495,SAMAX,85
311,Insane,27642303,Moskup,85
312,Insane,27642111,Makoto,85
313,Insane,27641983,Takosen,85
314,Insane,27641535,RainHowers,85
315,Insane,27640959,ARS|Doyle,85
316,Insane,27640895,summer,85
317,Insane,27640319,NearIII,85
318,Insane,27640319,Luxion,85
319,Insane,27640127,ACuteGhost,85
320,Insane,27639551,Svenderman,85
321,Insane,27639103,pray,85
322,Insane,27638783,GHC | Sonic,85
323,Insane,27638591,Yon,85
324,Insane,27638527,เตเต,85
325,Insane,27638399,悠星娛樂,85
326,Insane,27638399,Euphoria,85
327,Insane,27638207,Iala,85
328,Insane,27637887,MARTINO,85
329,Insane,27637823,Ppat,85
330,Insane,27637759,Dorabit,85
331,Insane,27637695,YOIMIYA,85
332,Insane,27637503,TSH Vertin,85
333,Insane,27637439,Lunacia,85
334,Insane,27637311,Cyneic,85
335,Insane,27637119,GRY,85
336,Insane,27636735,TSH Axeon,85
337,Insane,27636351,Natsuho,85
338,Insane,27636287,Akasaka,85
339,Insane,27636223,GLoop,85
340,Insane,27635455,秋秋啾,85
341,Insane,27635199,Hasad,85
342,Insane,27635007,北斎,85
343,Insane,27634751,Yuuto,85
344,Insane,27634687,Ygrspll,85
345,Insane,27634431,ARS|Walter,85
346,Insane,27634367,Merc,85
347,Insane,27634175,Aya,85
348,Insane,27634111,Millim,85
349,Insane,27633663,三明治,85
350,Insane,27633599,Ailane,85
351,Insane,27633535,Teio,85
352,Insane,27633471,mythsama,85
353,Insane,27633471,何之然,85
354,Insane,27633471,Haze,85
355,Insane,27633407,Frostnova,85
356,Insane,27633343,NVARE,85
357,Insane,27633343,raieu,85
358,Insane,27633343,megi,85
359,Insane,27633343,ARS| Ameth,85
360,Insane,27633343,Bambo,85
361,Insane,27633279,Yui,85
362,Insane,27633279,Scarlet,85
363,Insane,27633279,Arifar,85
364,Insane,27633279,Seal,85
365,Insane,27633215,LynxIL8S,85
366,Insane,27633215,ARSIWalang,85
367,Insane,27633087,Horo,85
368,Insane,27633023,Limiter,85
369,Insane,27632959,Gargalon,85
370,Insane,27632895, เกลือ--บหาย,85
371,Insane,27632831,farumaru,85
372,Insane,27632767,mesongroymai,85
373,Insane,27632767,村雨丸,85
374,Insane,27632703,kleizen,85
375,Insane,27632639,Blaze,85
376,Insane,27632575,AliceLiese,85
377,Insane,27632575,Rissant,85
378,Insane,27632511,TSH GZ19,85
379,Insane,27632447,Uduki,85
380,Insane,27632447,Accelerat3,85
381,Insane,27632383,Seikyo,85
382,Insane,27632319,Zechros,85
383,Insane,27632191,Lein,85
