Rank,Difficulty,Score,Name,Level
679,Insane,27630143,DY-4 IJMK,85
680,Insane,27630079,Xenovia,85
681,Insane,27630079,Accelerat3,85
682,Insane,27630015,Vigne ,85
683,Insane,27630015,Noa,85
684,Insane,27630015,Zilliax,85
685,Insane,27630015,NyanCatto,85
686,Insane,27629951,Gamma,85
687,Insane,27629887,Satyrizard,85
688,Insane,27629823,NS Side,85
689,Insane,27629823,Kanimiso,85
690,Insane,27629823,NoelHarkov,85
691,Insane,27629759,MeltiRoricon,85
692,Insane,27629759,Hector,85
693,Insane,27629759,風卷殘云,85
694,Insane,27629759,GHC | HildaSnow,85
695,Insane,27629759,LordFifa,85
696,Insane,27629695,greenslots,85
697,Insane,27629631,???,85
698,Insane,27629631,KEN,85
699,Insane,27629567,nuchit,85
700,Insane,27629567,暗月,85
701,Insane,27629503,風祭雅,85
702,Insane,27629503,Snow,85
703,Insane,27629439,Pongsumben,85
704,Insane,27629439,???,85
705,Insane,27629439,CT-Kafuu,85
706,Insane,27629311,GamerSudal,85
707,Insane,27629311,Crader,85
708,Insane,27629311,KaWaiiDeSu,85
709,Insane,27629247,ARSIWalang,85
710,Insane,27629183,Origami,85
711,Insane,27629119,Akagi,85
712,Insane,27629119,Paris,85
713,Insane,27629119,poq,85
714,Insane,27629055,Tsuyuurei,85
715,Insane,27628991,kakeru,85
716,Insane,27628927,哭唧唧,85
717,Insane,27628927,Sylphin,85
718,Insane,27628927,kota,85
719,Insane,27628799,VardaX,85
720,Insane,27628799,MegaTronic,85
721,Insane,27628799,RnL-Tokky,85
722,Insane,27628735,Bors,85
723,Insane,27628735,나리,85
724,Insane,27628735,DY-6|Suk,85
725,Insane,27628671,PonG,85
726,Insane,27628607,Veigas,85
727,Insane,27628479,皮格,85
728,Insane,27628479,???,85
729,Insane,27628479,Suisei,85
730,Insane,27628415,Hifumi126,85
731,Insane,27628415,haifh,85
732,Insane,27628415,AvHEro,85
733,Insane,27628351,Remii,85
734,Insane,27628351,Amorn,85
735,Insane,27628351,Pure,85
736,Insane,27628287,KeatKy,85
737,Insane,27628287,Mademoiselle,85
738,Insane,27628287,Kaylack,85
739,Insane,27628287,axial,85
740,Insane,27628287,jinxit,85
741,Insane,27628223,へんたいロリコン,85
742,Insane,27628223,Azoolin,85
743,Insane,27628159,Rizuki,85
744,Insane,27628159,Texas124,85
745,Insane,27627967,tonikin,85
746,Insane,27627903,Euphy,85
747,Insane,27627839,Mellorine,85
748,Insane,27627839,Jeth,85
749,Insane,27627839,Krusty,85
750,Insane,27627839,HansLangsdorff,85
751,Insane,27627839,Kanca,85
752,Insane,27627839,DandyShark,85
753,Insane,27627775,Omnia,85
754,Insane,27627775,FyeNyo,85
755,Insane,27627583,Skyphantoms,85
756,Insane,27627583,PelRussian,85
757,Insane,27627583,roi,85
758,Insane,27627583,0อีเลฟเวิน0,85
759,Insane,27627519,Cortxy,85
760,Insane,27627519,Kuzyph,85
761,Insane,27627519,Mittoju,85
762,Insane,27627455,ExC-PajeRUN,85
763,Insane,27627391,X-Redhorn-X,85
764,Insane,27627391,TopPlus,85
765,Insane,27627327,Mirionet,85
766,Insane,27627327,fr2tgmr,85
767,Insane,27627327,Mine,85
768,Insane,27627327,Patrick,85
769,Insane,27627263,Danielle,85
